"","cbend","cbstart","ecend","ecstart"
"1520",1368549,2157470,1751205,1749168
"1523",3375199,4066921,1751804,1751642
"1524",1045868,3375036,1751804,1751641
"1526",1047563,3452700,1751804,1751670
"1528",1481252,3351015,1751804,1751643
"1530",3206648,3705727,1751806,1751641
"1532",1251663,4144227,1751806,1751662
"1534",1497187,4142382,1751817,1751683
"1535",1366173,1497077,1753484,1751707
"1536",1364201,1366820,1755192,1752836
"1537",1360794,1365859,1757770,1753549
"1538",1290450,1363412,1772536,1755162
"1539",1289683,1290637,1773297,1772349
"1542",533243,1999630,1776835,1776078
"1544",2685624,3776792,1776857,1776778
"1546",3777062,4580141,1777027,1776586
"1547",1347340,3776918,1780400,1776883
"1548",1344522,1351567,1783561,1776175
"1549",1338068,1347198,1788959,1780864
"1550",1334907,1343446,1793662,1783575
"1551",1334567,1336617,1793990,1791997
"1552",1330035,1334618,1798514,1793939
"1553",1320129,1334478,1808318,1794067
"1554",1318873,1329924,1809529,1798563
"1556",3008508,4218482,1809616,1809539
"1557",1315567,3008423,1813037,1809531
"1559",1303410,2243577,1825072,1815142
"1561",1300626,1898511,1828674,1825552
"1562",1295052,1301411,1834686,1827889
"1564",1473579,4581402,1837126,1835900
"1567",2112059,4582406,1837310,1836898
"1568",1360251,2112003,1840069,1837254
"1569",1359382,1360445,1840944,1839875
"1570",1284785,1359484,1845807,1840842
"1571",1283892,1295025,1846730,1835580
"1574",2355876,4218482,1846832,1846741
"1576",1717514,3517396,1846857,1846735
"1578",3046796,3623067,1846859,1846733
"1579",3008549,3046924,1846860,1846732
"1581",3738739,3957799,1847623,1846734
"1582",722035,3738776,1848703,1847586
"1584",2791960,3043323,1852647,1851447
"1585",1278103,2792044,1852648,1852563
"1586",1277804,1283888,1852818,1846858
"1588",1278097,2792044,1852943,1852852
"1589",1277804,1278197,1853111,1852843
"1590",1277804,1278122,1853285,1852799
"1591",1277804,1277944,1853460,1853148
"1592",1277797,1277922,1853641,1853342
"1594",1457486,1450820,1862163,1855491
"1595",1458890,1452235,1863827,1856912
"1596",313715,1457626,1865520,1862560
"1598",1253154,1277459,1868670,1855425
"1599",1248236,1253507,1870365,1868317
"1600",1241128,1249851,1877473,1868757
"1601",1238236,1248143,1880480,1870408
"1602",1228392,1241114,1882993,1877602
"1604",4062103,4062560,1886580,1886123
"1605",2226627,4062220,1891186,1886463
"1606",2225403,2227436,1892382,1890377
"1608",4546424,4545269,1896656,1895495
"1609",1167408,4546371,1896739,1896603
"1610",1156442,1169180,1898644,1894960
"1611",1149279,1158275,1905835,1896845
"1612",1145321,1156408,1909484,1898748
"1613",1141738,1148928,1913947,1905881
"1614",1130448,1145286,1923115,1910418
"1615",610122,1139562,1924697,1914016
"1618",698394,4172777,1928042,1923374
"1621",2339380,4603307,1935767,1935554
"1622",1117251,2339170,1936402,1935555
"1623",1116180,1130452,1937456,1923190
"1624",1102373,1117083,1951315,1936558
"1625",816879,1116010,1962859,1937667
"1628",1095378,1792182,1971719,1966666
"1629",1093294,1099050,1973869,1968048
"1633",2475903,3735167,1989013,1988976
"1636",355669,3569153,1989016,1988981
"1638",1074677,1093285,1994990,1974001
"1640",1069045,2077936,2000795,1994987
"1642",1065567,3008431,2004327,2000828
"1644",2329794,2328521,2005930,2004657
"1645",1062167,2328795,2007618,2004931
"1647",2690294,2691442,2010645,2009473
"1648",1056740,2690346,2011431,2010593
"1649",1048042,1060548,2014652,2007648
"1652",3452849,4144221,2015334,2015171
"1654",1481237,4142385,2015334,2015201
"1656",1251685,3705683,2015343,2015200
"1659",1047287,4066679,2015595,2014915
"1661",1407406,3374761,2015614,2014881
"1663",1044696,3206200,2016491,2014873
"1664",1037134,1046328,2022433,2014859
"1665",1033672,1042941,2025902,2016651
"1666",1029409,1036875,2026697,2022692
"1667",1028431,1030048,2027738,2026072
"1669",1279300,2648336,2031745,2031252
"1671",1023649,3043271,2032366,2031695
"1673",3411378,3411434,2035658,2035572
"1675",2615287,4321705,2040926,2040640
"1676",2318467,2615364,2040929,2040849
"1677",2142490,2318705,2040929,2040691
"1678",1619530,2142677,2040929,2040742
"1679",59595,1619649,2040929,2040809
"1681",1802192,2078634,2040929,2040684
"1682",461588,1802232,2040930,2040889
"1685",1014864,1921038,2044020,2042144
"1686",1013382,1023553,2045559,2035288
"1687",1004250,1014866,2047876,2044077
"1688",1003586,1004473,2049154,2047653
"1689",1001441,1004011,2051197,2048727
"1690",997380,1001790,2055234,2050851
"1692",984515,2680616,2068808,2060389
"1693",982800,997320,2071453,2056000
"1695",977803,3234868,2076513,2074398
"1696",543490,982735,2078092,2071587
"1700",1977794,2736879,2078676,2077626
"1702",544095,2737515,2078760,2078346
"1706",1117945,1462316,2079389,2078318
"1709",1747827,4603217,2081614,2079322
"1710",953767,1746107,2083325,2079891
"1711",800567,953870,2083326,2083222
"1713",802474,957405,2083334,2082102
"1714",802466,802362,2084296,2083222
"1716",953741,956280,2084321,2084192
"1717",800458,953946,2084407,2084116
"1719",953512,2537559,2091060,2090459
"1720",811604,953634,2092784,2090938
"1721",800652,810126,2094238,2091304
"1723",953874,956176,2094261,2094153
"1724",802466,953767,2096071,2094153
"1727",800460,956264,2096180,2095983
"1730",328310,2848827,2117110,2115615
"1732",328291,762403,2123286,2116855
"1734",329630,768602,2127071,2123050
"1735",324954,329083,2130926,2126527
"1737",749607,789148,2135879,2096309
"1739",748101,2333395,2137290,2136482
"1743",746552,2076739,2145684,2141211
"1745",741643,2563908,2150511,2148035
"1746",629158,746333,2150547,2145828
"1748",3355465,3800052,2150551,2150517
"1749",729906,3355498,2162356,2150518
"1750",713142,741653,2164111,2150598
"1751",711973,713172,2165268,2164081
"1752",127201,712808,2176540,2164445
"1753",126326,127969,2178375,2175773
"1755",717944,1282443,2183937,2179438
"1756",716357,722898,2185436,2178972
"1757",710712,717639,2191164,2184154
"1758",242510,716343,2198863,2185573
"1760",696862,1125596,2204870,2203338
"1761",691827,710599,2209838,2191187
"1762",681215,696653,2217008,2204990
"1763",679635,681593,2218603,2216630
"1765",682747,684745,2221653,2219670
"1766",676066,683191,2225247,2221209
"1767",674314,691499,2231214,2209830
"1768",672305,675956,2234910,2229572
"1769",654928,673282,2242568,2233927
"1770",645907,662555,2251802,2234963
"1773",2606431,2712467,2258508,2258407
"1774",1924904,2606334,2258514,2258411
"1775",1802183,1925032,2258514,2258386
"1777",1540354,2088274,2258522,2258410
"1778",637913,1540469,2261052,2258407
"1779",632303,645785,2266616,2253239
"1780",630917,637772,2267930,2261172
"1781",629297,632216,2270377,2266636
"1782",618821,630841,2281086,2268833
"1785",3525221,4614242,2285261,2285046
"1786",3354229,3525423,2285264,2285059
"1787",1032597,3354126,2285264,2285161
"1788",86924,1032704,2285270,2285157
"1790",616096,1031552,2286501,2286312
"1791",614949,618664,2287701,2283933
"1794",1129485,3912771,2293266,2288669
"1798",3864447,4172710,2294032,2293979
"1799",608793,3864500,2294055,2293979
"1800",606349,614864,2296499,2287990
"1801",605646,608458,2298154,2294390
"1803",602315,1101630,2300475,2298064
"1804",599189,603904,2303495,2298886
"1807",3075913,3328095,2308761,2304904
"1808",588979,3076903,2308903,2307774
"1809",588002,594306,2311296,2303580
"1810",582165,588744,2314302,2310556
"1813",2744889,3347927,2314419,2314325
"1814",575469,2744982,2320300,2314326
"1816",1293594,2112082,2320738,2320416
"1818",576285,4582660,2321146,2320597
"1820",574200,1472632,2322397,2321425
"1821",569867,582141,2326764,2314462
"1822",136425,574173,2330830,2322482
"1825",3692780,4587617,2331670,2330762
"1826",3692859,3692694,2345202,2331585
"1827",3538586,3692768,2350449,2345111
"1828",560571,3538138,2352349,2350001
"1829",558068,566396,2354766,2346579
"1831",3183669,3817775,2354892,2354768
"1833",3429490,3517520,2354893,2354769
"1835",1717392,3749639,2354893,2354770
"1837",552408,3623191,2360548,2354771
"1839",1373868,1461920,2365740,2365442
"1841",976519,2737872,2365745,2365441
"1843",1462957,2737344,2366542,2366056
"1845",977382,1977874,2366578,2365436
"1848",535896,4587464,2373649,2370660
"1850",525705,4085799,2376428,2375777
"1852",2557680,2918734,2376645,2376581
"1853",524918,2557750,2381024,2376575
"1856",1063431,4380808,2383770,2383692
"1859",633453,3504326,2383770,2383694
"1863",2162805,3799965,2383770,2383691
"1869",454576,4616863,2383770,2383733
"1872",602184,2805647,2383770,2383692
"1875",603987,2823627,2383770,2383692
"1878",2607966,4638988,2383770,2383735
"1880",3036663,3735125,2383770,2383734
"1882",4361190,4576895,2383770,2383730
"1883",4155423,4361224,2383770,2383736
"1884",60156,4155346,2383770,2383692
"1886",1065454,1090308,2383770,2383692
"1889",1815516,4155215,2383771,2383736
"1892",1889653,3569568,2383771,2383692
"1894",2036260,4587406,2383771,2383736
"1896",3569238,3569235,2383772,2383692
"1898",3568905,4397703,2383773,2383736
"1903",3569316,4712472,2383779,2383736
"1904",212723,3569402,2383787,2383692
"1906",513824,524779,2394300,2381068
"1907",513587,520577,2396031,2387548
"1908",511761,513754,2402443,2395864
"1910",500076,4163299,2421630,2418777
"1911",497001,510108,2427349,2411693
"1912",482777,499997,2441639,2424353
"1914",2441337,2908400,2443936,2443897
"1916",717892,4377084,2443936,2443902
"1918",3094745,4449609,2443969,2443902
"1920",2207412,3162262,2443976,2443904
"1922",2342142,3969064,2443976,2443902
"1923",1699702,2342068,2443976,2443904
"1926",3602612,3951184,2443979,2443903
"1927",598073,3602533,2443979,2443902
"1930",2310951,3628068,2443981,2443902
"1932",3831350,4576868,2443981,2443944
"1933",108872,3831315,2443983,2443946
"1935",4084037,4176217,2451408,2448565
"1937",3875066,4116168,2451408,2451375
"1938",746494,3875099,2451410,2451375
"1943",4116182,4712507,2451410,2451375
"1944",1063396,4116218,2451411,2451374
"1946",602219,3742851,2451411,2451370
"1948",3102760,3800047,2451411,2451375
"1951",524892,4562334,2451412,2451375
"1953",1312733,4643177,2451413,2451374
"1956",395304,4278231,2451414,2451372
"1957",22125,395342,2451415,2451376
"1960",2576302,4433911,2451439,2451375
"1963",1575214,4168266,2451439,2451372
"1965",2162744,3969063,2451439,2451375
"1967",603926,3036664,2451439,2451375
"1969",3616994,4208485,2451462,2451375
"1970",3087855,3616915,2451462,2451375
"1971",2012079,3087774,2451462,2451375
"1972",1709085,2012116,2451463,2451425
"1974",637835,4566057,2451463,2451375
"1976",3118778,3313589,2451463,2451376
"1978",2180493,3979059,2451463,2451426
"1980",3851499,3885801,2451464,2451375
"1981",1714025,3851538,2451464,2451425
"1982",594407,1714066,2451465,2451423
"1984",2741962,2876579,2451465,2451374
"1985",2469232,2742059,2451465,2451372
"1986",2435540,2469193,2451468,2451426
"1987",471270,2435629,2453115,2451375
"1988",463982,482526,2460349,2441886
"1989",462588,471223,2462077,2453108
"1993",1017898,2318708,2462459,2462206
"1997",597959,4425290,2464443,2464368
"1998",457795,597884,2465207,2464371
"1999",458830,458505,2466220,2464495
"2000",456869,459538,2467151,2465512
"2002",746494,4084076,2476622,2476581
"2004",3530294,4361186,2476622,2476584
"2007",1575154,4712507,2476622,2476587
"2009",299623,4436135,2476622,2476588
"2012",2629305,3780548,2476622,2476587
"2014",435705,4389002,2476622,2476551
"2015",108922,435740,2476622,2476587
"2021",212667,4168269,2476623,2476587
"2023",696692,3342475,2476623,2476581
"2028",2137601,4278228,2476623,2476587
"2031",2576278,4638949,2476624,2476584
"2034",60119,4433911,2476625,2476587
"2038",524893,3823797,2476625,2476587
"2043",3102757,4562334,2476626,2476587
"2045",226549,3134588,2476626,2476587
"2048",602223,3799993,2476628,2476551
"2051",1063389,3800079,2476631,2476551
"2053",4601085,4616822,2482891,2476584
"2054",445182,4601136,2485942,2482840
"2056",792823,4238356,2487287,2486623
"2057",444568,792992,2487819,2487118
"2059",2217462,2607969,2497355,2497317
"2061",1065418,3780547,2497356,2497318
"2062",212665,1065456,2497357,2497318
"2065",435659,3735164,2497401,2497317
"2069",1063352,4155253,2497401,2497316
"2072",1685385,4576937,2497401,2497318
"2075",2310955,4181004,2497402,2497320
"2077",3799966,4155424,2497402,2497319
"2079",3134505,3969066,2497402,2497316
"2080",2805647,3134591,2497402,2497316
"2081",2621735,2805730,2497402,2497312
"2082",603906,2621652,2497405,2497316
"2084",1710879,3908321,2497406,2497312
"2087",1826873,2834553,2497414,2497371
"2089",426979,2537466,2505905,2497315
"2093",3517479,4218482,2513672,2513595
"2094",1717475,3517396,2513672,2513589
"2097",2918732,3957799,2513781,2513588
"2098",401845,2918557,2514405,2513607
"2100",398977,1870519,2517379,2514801
"2102",1063431,3654329,2517962,2517874
"2104",3823798,3914454,2517962,2517881
"2105",3799960,3823876,2517962,2517881
"2107",2509077,4155337,2517962,2517873
"2110",2537471,4171401,2517962,2517882
"2111",2311035,2537549,2517962,2517882
"2113",22087,3534476,2517962,2517880
"2115",3065368,3298877,2517962,2517883
"2117",3151855,4069508,2523528,2522294
"2118",278637,3151987,2526838,2523396
"2122",377442,2218207,2529012,2528950
"2123",374588,377529,2529123,2528925
"2128",377555,2929632,2529132,2529050
"2129",374479,377637,2529136,2529050
"2132",377504,2929705,2531898,2531843
"2134",374398,377564,2531911,2531843
"2138",377619,2929705,2532019,2531964
"2140",374395,2218269,2532035,2531957
"2143",377619,2929705,2532136,2532081
"2144",377504,377449,2532136,2531964
"2145",374640,377449,2532149,2532081
"2146",374517,374715,2532152,2532074
"2148",2218115,2734038,2532229,2532161
"2149",2218306,2218385,2532229,2531953
"2150",2217684,2218381,2532231,2532154
"2152",374273,2217969,2532274,2532154
"2155",435740,2217603,2532386,2532212
"2157",4380726,4449643,2532386,2532353
"2158",2867014,4380809,2532390,2532306
"2159",1545556,2867102,2533243,2532306
"2160",790052,1545481,2533270,2533168
"2161",373333,789977,2533306,2533195
"2163",371111,4019871,2535693,2533738
"2166",41833,2299299,2547284,2546797
"2168",2014276,3627983,2547284,2547253
"2170",1703263,4155343,2547285,2547250
"2173",356755,4012763,2550497,2547220
"2175",1257601,1631111,2553303,2552275
"2177",1968402,4247790,2553319,2553234
"2178",1924912,1968502,2553319,2553219
"2179",1918005,1925010,2553321,2553221
"2181",640460,2615327,2553326,2553275
"2184",2318455,2448269,2553330,2553277
"2186",2712354,2933097,2553333,2553278
"2187",2142469,2712475,2553339,2553212
"2188",2088530,2142569,2553491,2553239
"2190",2858428,3502625,2556113,2553596
"2191",350835,2858112,2557406,2555797
"2192",350679,356635,2557503,2551651
"2196",111539,4389034,2557578,2557540
"2199",2470818,4388911,2557581,2557540
"2200",2162809,2470782,2557619,2557545
"2202",3883303,3908230,2560783,2557542
"2203",339679,3883431,2562107,2560655
"2206",3636487,4017473,2571363,2571327
"2207",645811,3636451,2571363,2571327
"2208",454541,645846,2571364,2571328
"2210",633418,1149273,2571364,2571326
"2212",3742892,4616825,2571364,2571328
"2213",696692,3742853,2571364,2571325
"2215",3504361,3534390,2571365,2571325
"2217",2217464,4380725,2571366,2571327
"2219",1284699,4552874,2571366,2571322
"2221",997335,2576236,2571367,2571322
"2223",2823592,3634631,2571371,2571327
"2224",758512,2823545,2574098,2571324
"2225",758975,758366,2574563,2573952
"2227",2918544,4367497,2575208,2575173
"2228",2873930,2918507,2575208,2575171
"2231",1999663,3350669,2575208,2575172
"2233",2997154,4385679,2575208,2575173
"2235",454472,3839885,2575219,2575172
"2237",324569,754608,2578967,2578679
"2239",319027,3149072,2585471,2582553
"2241",317098,3993675,2587722,2583502
"2245",1268408,4264042,2591928,2589654
"2246",1267386,1268458,2592875,2591878
"2248",2634604,2635993,2595125,2593736
"2249",2495362,2635069,2595193,2594660
"2251",2633255,4313540,2596486,2593646
"2253",2496909,4315808,2596734,2595911
"2254",307608,2495955,2599055,2595783
"2255",299697,317031,2606104,2589636
"2256",293931,306707,2609823,2599109
"2257",286266,297091,2612766,2606714
"2259",276394,3629815,2621109,2614771
"2260",276155,284555,2621407,2612983
"2261",275857,276388,2621648,2621174
"2262",270546,276027,2627415,2621478
"2266",1717392,4218567,2634222,2634131
"2268",2557605,3008560,2634224,2634088
"2270",3623064,4482348,2634227,2634131
"2271",1841713,3623193,2634227,2634098
"2272",270304,1841775,2651362,2634165
"2273",259750,270494,2660015,2651172
"2274",259050,268314,2660619,2651456
"2276",1534927,1535596,2663185,2662500
"2278",1530531,2015428,2664958,2662500
"2282",250679,2241781,2673800,2673754
"2284",454425,2241783,2676072,2674671
"2286",3347930,3347915,2676073,2676032
"2287",2976505,3347971,2676073,2676032
"2290",2874013,4446521,2676106,2676036
"2291",2342113,2873928,2676106,2676034
"2293",1457509,4164015,2676108,2676060
"2295",2805602,2997152,2676109,2676034
"2297",2805524,2805608,2676109,2676036
"2299",3569119,3569358,2676110,2676036
"2300",2401228,3569192,2676112,2676036
"2302",289699,3298348,2676603,2676550
"2303",248433,289545,2677447,2676455
"2306",3430202,4218519,2677628,2677566
"2308",3144596,4464495,2679591,2677458
"2309",245415,3144399,2680637,2679397
"2311",243320,3517472,2682861,2680681
"2312",242552,245404,2683572,2680770
"2313",240813,243191,2685239,2682930
"2314",236525,242472,2693524,2683580
"2315",226591,240690,2696452,2689355
"2317",2276677,2944560,2703436,2700071
"2320",2628442,3578272,2704851,2704644
"2322",222251,2914160,2707905,2704688
"2325",3875066,4116173,2708144,2708106
"2327",3118828,4084070,2708144,2708111
"2329",3616950,3742853,2708146,2708108
"2331",22121,3969065,2708146,2708109
"2337",603953,3800048,2708146,2708110
"2343",4436101,4643176,2708146,2708111
"2344",696693,4436135,2708146,2708112
"2354",60122,3780547,2708146,2708110
"2364",3700358,4562334,2708146,2708111
"2368",594354,4380725,2708146,2708110
"2377",332253,4562383,2708146,2708111
"2387",702916,4397669,2708146,2708112
"2389",2853412,4576946,2708146,2708099
"2391",3901671,4712507,2708149,2708111
"2393",108918,4405318,2708150,2708112
"2398",3561979,4389039,2708156,2708112
"2399",2106997,3561929,2708159,2708106
"2400",214902,2106950,2715309,2708112
"2401",213043,221942,2718437,2708254
"2407",206176,4639043,2728586,2721975
"2411",1776522,1775617,2763716,2761960
"2414",1778847,1865329,2765650,2765559
"2418",1793812,1792165,2773892,2772206
"2420",1795142,1793965,2775243,2774049
"2422",198950,2157518,2784273,2783357
"2425",197542,4173300,2787300,2785921
"2426",189153,198937,2795625,2785905
"2427",32168,197377,2796389,2787416
"2432",3311011,4103803,2796393,2796356
"2433",3012503,3311049,2796394,2796355
"2434",2988761,3012544,2796395,2796353
"2436",1277430,3773960,2796407,2796356
"2439",98674,4321771,2796573,2796361
"2442",2926473,4322103,2796573,2796440
"2444",2798335,3641368,2799117,2796355
"2445",186194,2795565,2799117,2796356
"2446",96231,188890,2799117,2796427
"2450",2798998,4322276,2799889,2796716
"2453",2762935,4324685,2801885,2799227
"2455",183427,2929924,2801994,2800073
"2456",93467,186187,2801994,2799227
"2458",2037670,2799345,2802807,2800073
"2459",2038661,2037453,2804161,2802590
"2461",1654598,3644147,2812074,2799227
"2463",1654394,2213145,2812278,2811933
"2467",3667453,3661517,2820817,2814805
"2468",3671341,3663799,2825408,2817155
"2469",3672837,3667525,2826969,2821594
"2470",3673345,3671467,2844313,2825580
"2471",3673345,3672870,2878006,2843828
"2474",3008426,4218574,2895889,2895792
"2477",1572222,4196196,2896478,2896416
"2480",817633,3673343,2906731,2905312
"2481",818056,817107,2907415,2906205
"2482",816879,817622,2911877,2906981
"2484",1003597,1004472,2914756,2913233
"2486",1615577,4365665,2923250,2920563
"2487",1613182,1616247,2925566,2922585
"2490",2355788,2918622,2928138,2928064
"2493",161309,4218555,2928146,2928068
"2497",2557605,3817776,2928149,2928023
"2500",1841714,4482360,2928151,2928068
"2502",1429280,3723140,2940998,2932380
"2505",3737905,4485794,2945655,2941704
"2506",3738579,3729919,2946887,2937696
"2507",3739160,3738025,2947710,2946333
"2509",3780543,3949149,2951683,2951642
"2510",2712591,3780581,2956669,2951645
"2514",3760569,3753204,2969732,2961028
"2515",2218084,3760508,2969734,2969682
"2516",2217655,2218046,2969734,2969696
"2519",2217863,3756810,2969867,2966272
"2520",2217655,2217793,2969867,2969796
"2523",3761061,3761042,2970085,2969930
"2524",2217863,3760771,2970137,2969796
"2525",2217655,2217792,2970137,2970065
"2528",3761120,3761042,2970417,2970200
"2529",3760520,3760501,2970497,2969796
"2532",3760711,3760226,2970556,2969791
"2533",3760441,3760225,2970556,2970060
"2535",2961760,3760901,2974129,2970337
"2536",1828508,2961637,2974130,2974025
"2539",3623191,3769879,2981613,2976986
"2540",3046798,3623068,2981613,2981491
"2541",1717515,3046922,2981614,2981491
"2543",3008549,3517396,2981616,2981492
"2545",2705825,3817907,2981616,2981485
"2546",243189,2705699,2981616,2981491
"2548",2628549,4244767,2984074,2982532
"2550",533361,2914377,2984163,2983798
"2554",3780478,4580298,2987664,2983953
"2555",2918544,3774419,2987689,2981615
"2559",1709167,4385679,2987735,2987654
"2561",602223,4112512,2990075,2987641
"2565",2162806,4389076,2990090,2990052
"2566",603988,2162727,2990090,2990011
"2569",2805721,4377218,2990090,2990006
"2574",3602533,4208560,2990091,2990011
"2576",3616913,4208468,2990092,2990052
"2578",22084,3875020,2990092,2990010
"2580",3602373,3968987,2990092,2990011
"2582",3103551,3742925,2990092,2990012
"2583",524853,3103589,2990092,2990054
"2586",2106934,4433876,2990103,2990055
"2589",3783779,4621768,2990806,2990461
"2592",3799888,4059535,3003500,3001220
"2594",2469232,3979059,3003550,3003511
"2596",637879,2876526,3003592,3003509
"2598",356640,3102760,3003594,3003510
"2599",240758,356718,3003596,3003515
"2601",629167,4008337,3003603,3003559
"2602",598029,629129,3003606,3003565
"2603",597973,598077,3003606,3003557
"2607",225586,4580511,3005283,3005017
"2610",3769062,3800011,3007808,3003510
"2611",934774,3769167,3009614,3007703
"2613",2058152,3802815,3021898,3005853
"2615",1058221,2691439,3040163,3039689
"2617",3809571,3806949,3065466,3050318
"2619",3817774,3940825,3070766,3066561
"2621",3828330,3817903,3092559,3070770
"2622",2355876,3823931,3092642,3088192
"2625",1488336,3828333,3097568,3092681
"2629",4557066,4687914,3109322,3103797
"2631",2805530,4562384,3109322,3109288
"2637",2311001,3780543,3109322,3109282
"2639",3700359,3845102,3109323,3102894
"2640",2576359,3700323,3109323,3109287
"2641",332252,2576323,3109323,3109287
"2643",2342104,4380724,3109324,3109285
"2645",2742011,3342478,3109332,3109285
"2647",3855038,4181725,3111370,3109408
"2648",3853675,3854230,3112734,3110562
"2649",3854170,3852867,3113229,3111926
"2651",610137,3851631,3123465,3109330
"2654",3152219,4172779,3123552,3122125
"2655",1710927,3152256,3123585,3123515
"2658",3355463,3800011,3123591,3123515
"2660",3103588,3901627,3124461,3123554
"2663",4116182,4712507,3124461,3124426
"2664",602219,4116221,3124462,3124422
"2666",696692,3742855,3124462,3124425
"2667",332252,696731,3124462,3124423
"2670",60120,4278228,3124463,3124426
"2672",1284699,4562334,3124464,3124426
"2674",603914,4643179,3124502,3124423
"2676",3087855,3504403,3124506,3124421
"2677",1063352,3087772,3124506,3124424
"2681",1575198,3799962,3124506,3124425
"2682",1149191,1575278,3124506,3124423
"2684",1575112,2509075,3124506,3124425
"2686",2537549,3298794,3124507,3124425
"2690",3866731,3969064,3124508,3124425
"2691",3534475,3866793,3124508,3124446
"2692",3311094,3534392,3124508,3124425
"2694",3134503,4168269,3124509,3124426
"2696",242543,3530331,3124509,3124424
"2698",1043005,2162806,3124510,3124426
"2700",3036567,3908313,3124523,3124427
"2701",2875533,3036664,3125126,3124426
"2703",144135,4537472,3130082,3130044
"2706",1637646,4147287,3136806,3130053
"2708",152167,3857353,3138230,3115074
"2710",3882598,3882742,3141149,3141065
"2712",3882375,4223560,3141154,3141070
"2714",3882596,4223560,3141253,3141176
"2715",3882372,3882512,3141258,3141169
"2716",1685243,3882286,3144256,3141171
"2719",1999628,3839958,3144270,3144195
"2720",1685155,1999713,3144272,3144188
"2722",361016,3882740,3160312,3141169
"2724",3106157,3901728,3165292,3159914
"2726",90276,3905903,3170697,3164193
"2731",1674724,4003863,3178341,3175841
"2733",529236,3918019,3180365,3177579
"2737",2918732,4218482,3194074,3193888
"2738",933806,2918557,3197280,3193900
"2741",1244788,3940648,3201153,3197427
"2744",3787385,3941653,3210152,3198507
"2745",286046,3786735,3210602,3209487
"2748",1472081,3953264,3215099,3209293
"2750",1587085,4233919,3215100,3215063
"2752",2829699,3954827,3215173,3212142
"2753",2308573,2829733,3217550,3215139
"2754",136972,2308453,3218409,3217432
"2755",65703,137005,3218409,3218376
"2757",3462711,3942347,3218413,3218374
"2759",3462768,3462860,3218413,3218376
"2762",3417910,3462917,3218419,3218376
"2764",3780583,4084070,3218462,3218427
"2766",2863916,4643185,3218462,3218418
"2768",746494,4556988,3218462,3218376
"2774",22121,4712507,3218462,3218427
"2777",1575154,1815512,3218462,3218423
"2780",1063396,3569567,3218463,3218422
"2783",602219,4168268,3218463,3218426
"2788",212667,3969063,3218463,3218427
"2792",1043057,4278229,3218463,3218426
"2794",226546,1149271,3218463,3218427
"2797",307604,3118861,3218464,3218427
"2799",1312734,2576241,3218464,3218427
"2802",3561972,4562334,3218465,3218427
"2803",60118,3561934,3218466,3218427
"2807",696689,3036664,3218466,3218427
"2809",3087815,3342480,3218468,3218427
"2811",4116127,4116219,3218468,3218425
"2812",2742013,4116168,3218470,3218427
"2814",3968978,3957923,3226488,3215179
"2815",1575156,3965764,3226535,3223282
"2818",320996,3979097,3238384,3229471
"2824",4643141,4712508,3239471,3239435
"2825",4433875,4643176,3239472,3239436
"2827",60121,4562331,3239472,3239433
"2834",1065417,3735167,3239474,3239431
"2836",3342522,4278228,3239480,3239436
"2837",603914,3342480,3239512,3239436
"2840",2863961,3799961,3239516,3239436
"2841",746450,2863880,3239516,3239435
"2844",1575198,3616915,3239516,3239436
"2845",702861,1575275,3239516,3239436
"2848",2509156,3298795,3239516,3239436
"2850",3742925,3951184,3239516,3239436
"2853",2741964,3969063,3239517,3239436
"2854",2576319,2742056,3239517,3239436
"2855",594405,2576241,3239517,3239436
"2857",2805647,4361188,3239517,3239435
"2858",1312695,2805727,3239517,3239430
"2860",2480239,3568905,3239517,3239434
"2863",3134503,4168269,3239519,3239436
"2865",2207409,3530329,3239519,3239436
"2867",3118775,3783064,3239520,3239436
"2869",111575,3537284,3239520,3239486
"2871",22171,3036665,3239521,3239435
"2874",4388911,4388998,3239522,3239486
"2875",1149183,4388875,3239523,3239486
"2878",2162715,4209752,3239530,3239435
"2882",1522885,3997016,3245216,3239523
"2883",585997,1522372,3245298,3244700
"2885",1527042,3471864,3246772,3244880
"2887",4002091,4160604,3252854,3247516
"2888",4003902,3998170,3254740,3248934
"2890",4012728,4004012,3264253,3254770
"2891",373190,4008424,3272645,3259949
"2895",2127901,4012851,3295013,3265488
"2897",587901,4159289,3297291,3295261
"2899",585267,3472780,3298709,3297472
"2904",3474467,4158337,3300314,3298921
"2906",3796141,4052123,3307826,3302367
"2907",3705560,3796334,3314889,3307633
"2908",1481247,3705683,3314890,3314766
"2911",1251682,4142385,3314906,3314767
"2913",3351384,4144220,3315093,3314736
"2914",1045613,3351028,3315140,3314737
"2916",1047306,3374826,3315142,3314512
"2918",1407434,3206236,3315152,3314475
"2920",2485405,4056561,3317039,3304360
"2922",3606360,4070538,3319568,3317056
"2923",3075733,3606319,3319568,3319526
"2926",3417952,4477337,3319569,3319531
"2927",2223241,3417912,3320245,3319529
"2930",4078735,4161501,3326240,3322443
"2931",4079351,4072015,3328436,3319501
"2932",4017437,4078834,3328440,3327921
"2933",2576277,4017475,3328441,3328402
"2935",60121,3742856,3328441,3328405
"2937",3735125,4278228,3328442,3328405
"2938",1149233,3735162,3328443,3328405
"2939",602221,1149271,3328443,3328405
"2941",696690,3342480,3328443,3328405
"2943",454534,4562334,3328448,3328405
"2946",1063352,3799968,3328485,3328398
